step,x,y,z,J1,J2,J3,J4,J5,J6,J7
23,0.5445972991969766,0.1317019285262479,0.4786516128474271,15.65075027256586,28.547075532098876,-3.7598681337218745,-87.30050063814528,6.947460219234471,64.71234237609707,8.171183798648268
24,0.5492889448037135,0.142844454444121,0.45964369423462914,16.783826161770353,30.60982590002499,-4.031665830135481,-87.1047474725749,7.449857315316974,62.88433582048334,8.761875036908402
25,0.553142256335094,0.15397906854811438,0.44037414347366494,17.916915259338683,32.6725662674504,-4.303463526549138,-86.90898892259113,7.952257075472866,61.0563304965933,9.35256627516851
26,0.5561554053198272,0.16506123059559674,0.42086572641199416,19.05001383252819,34.73529632054531,-4.57526122296277,-86.71322475505698,8.454659657849858,59.228326253640056,9.943257513428618
27,0.5583290843295708,0.17604645045903106,0.40114161450773367,20.18312267259787,36.798015749793464,-4.847058919376352,-86.51745474278788,8.957065167002453,57.40032293841583,10.533948751688751
28,0.5596665084389875,0.18689042908268827,0.3812253586980489,21.316241450669047,38.860724253863566,-5.118856615790008,-86.32167866580362,9.45947365304716,55.57232039493117,11.124639989948832
29,0.5601734088102028,0.19754919994113804,0.3611408621195942,22.449369817141903,40.92342154432177,-5.3906543122036155,-86.12589631162118,9.96188512207721,53.744318464091215,11.715331228208965
30,0.5598580183542906,0.20797927046521902,0.3409123516293475,23.58251268603859,42.9861073513344,-5.662452008617272,-85.93010747507547,10.464299547808217,51.91631698403254,12.306022466469098
31,0.5587310495410598,0.21813776265127185,0.3205643481061614,24.71560334778921,45.04878138072541,-5.934249705030879,-85.73431196212582,10.966716914770448,50.088315788899,12.896713704727807
32,0.5568056637366601,0.22798255388359512,0.30012163553723953,25.848814051024913,47.11144349605768,-6.206047401444536,-85.53850957460482,11.469136833830314,48.26031470792676,13.487404942989315
33,0.5540974336887702,0.23747241336015854,0.2796092289125814,26.981977298754774,49.17409338209474,-6.477845097858168,-85.34270013859826,11.971559410375189,46.432313572953845,14.078096181249423
34,0.5506373843039389,0.24653691983747217,0.2591223091542474,28.11129455146575,51.22971512701042,-6.748718312311215,-85.14754953314177,12.472275550974537,44.610529428643616,14.666778418689884
35,0.5466548357739469,0.25476818081032904,0.2395961961706907,29.18666246641366,53.18710451294897,-7.00664877931597,-84.96171671704356,12.949070339385077,42.87578644404638,15.227334491603031
36,0.5423389997640946,0.26208589597219073,0.2213334893740567,30.192658673009678,55.01820037798892,-7.247938571030117,-84.7878669720806,13.395106348979587,41.25295958075857,15.751726407034685
37,0.5378232512432234,0.2685435863692396,0.20434954923105442,31.129276552142905,56.72300468305099,-7.472587687453607,-84.62600143013813,13.810382535448024,39.742050712084065,16.239953552777045
38,0.5332273959645253,0.27419966002275564,0.18865315507492608,31.99652029959194,58.30151932036833,-7.680596128586514,-84.47612118339373,14.194898513433952,38.343059858983516,16.69201592883004
39,0.5286581279831127,0.2791152777501894,0.17424766492794463,32.79438889287711,59.75374606794031,-7.871963894428763,-84.33822727296206,14.548653958519086,37.05598707357867,17.10791353519369
40,0.5242096441663133,0.28335246529140795,0.16113210454879337,33.522881336816305,61.079686582429325,-8.04669098498038,-84.21232068036922,14.871648622876819,35.880832431989596,17.487646371867996
41,0.5199643651557325,0.2869724633527199,0.1493021788276192,34.18199984413865,62.27934239314815,-8.20477740024139,-84.09840232034333,15.163882337013334,34.8175960277049,17.83121443885296
42,0.5159937184285363,0.2900343027857734,0.13875120047754624,34.77173580911671,63.35271488648967,-8.346223140211741,-83.99647303537763,15.42535494356341,33.866277963803604,18.138617736148536
43,0.512358944810217,0.2925935892590528,0.1294709325331286,35.29209166272655,64.29980531595125,-8.471028204891436,-83.9065335898395,15.656066368248066,33.02687834780149,18.409856263754765
44,0.5091118955457772,0.2947014796475955,0.12145234245067779,35.74307326203822,65.1206147938686,-8.579192594280547,-83.8285846661467,15.856016598980661,32.299397286990185,18.64493002167165
45,0.5062957793448946,0.29640382621412786,0.11468626686930578,36.124624385764214,65.8151430143793,-8.670716308379026,-83.7626267283872,16.025181619583197,31.683922439984297,18.84381070611161
46,0.5039459254494688,0.2977405109949687,0.10916398493582577,36.436897054997836,66.38339458731168,-8.745599347186849,-83.70866068673939,16.16363336212419,31.180191230210696,19.006583228436764
47,0.5020902765052434,0.29874483248736045,0.10487770538057739,36.67973718779703,66.82536638458582,-8.803841710704036,-83.66668656007874,16.271299891769242,30.788466406844528,19.133162677285956
48,0.500750042093641,0.299443130839519,0.10182095938019997,36.85319747721085,67.14106019161083,-8.845443398930593,-83.63670480967826,16.348205216854343,30.508660478719488,19.22357735644532
49,0.4999400555027018,0.2998544370205814,0.09998890826429702,36.95727510809072,67.33047637724954,-8.870404411866566,-83.61871567056644,16.3943493332606,30.340773493791826,19.277827265915267
50,0.49966909262636094,0.29999025632961884,0.0993785616486608,36.991971343699056,67.39361516463431,-8.878724749511909,-83.61271928394774,16.40973225816492,30.284805481264886,19.295912405695844
